chapter_number,chapter_title,article_number,article_id,article_title,paragraph_number,paragraph_id,point_number,text
2,Prohibited artificial intelligence practices,1,2.1,Prohibited ai practices,4,2.1.4,1,"3. For the purposes of paragraph 1, point (h) and paragraph 2, each  use for the purposes of 
law enforcement of a ‘real-time’ remote biometric identification system in publicly 
accessible spaces shall be subject to a prior authorisation granted by a judicial authority or 
 an independent administrative authority whose decision is binding of the Member State 
in which the use is to take place, issued upon a reasoned request and in accordance with the 
detailed rules of national law referred to in paragraph 5. However, in a duly justified 
situation of urgency, the use of such system may be commenced without an authorisation 
provided that such authorisation is requested without undue delay, at the latest within 24 
hours. If such authorisation is rejected, the use shall be stopped with immediate effect 
and all the data, as well as the results and outputs of that use shall be immediately 
discarded and deleted.
The competent judicial authority or an independent administrative authority whose 
decision is binding shall grant the authorisation only where it is satisfied, on the basis of 
objective evidence or clear indications presented to it, that the use of the ‘real-time’ remote 
biometric identification system concerned is necessary for, and proportionate to, achieving 
one of the objectives specified in paragraph 1, point (h), as identified in the request and, in 
particular, remains limited to what is strictly necessary concerning the period of time as 
well as the geographic and personal scope. In deciding on the request, that authority shall 
take into account the elements referred to in paragraph 2. No decision that produces an 
adverse legal effect on a person may be taken based solely on the output of the ‘real-
time’ remote biometric identification system."
2,Prohibited artificial intelligence practices,1,2.1,Prohibited ai practices,5,2.1.5,1,"4. Without prejudice to paragraph 3, each use of a ‘real-time’ remote biometric 
identification system in publicly accessible spaces for law enforcement purposes shall be 
notified to the relevant market surveillance authority and the national data protection 
authority in accordance with the national rules referred to in paragraph 5. The 
notification shall, as a minimum, contain the information specified under paragraph 6 
and shall not include sensitive operational data."
2,Prohibited artificial intelligence practices,1,2.1,Prohibited ai practices,6,2.1.6,1,"5. A Member State may decide to provide for the possibility to fully or partially authorise the 
use of ‘real-time’ remote biometric identification systems in publicly accessible spaces for 
the purposes of law enforcement within the limits and under the conditions listed in 
paragraph 1, point (h), and paragraphs 2 and 3.  Member States concerned shall lay 
down in their national law the necessary detailed rules for the request, issuance and 
exercise of, as well as supervision and reporting relating to, the authorisations referred to 
in paragraph 3. Those rules shall also specify in respect of which of the objectives listed in 
paragraph 1, point (h), including which of the criminal offences referred to in point (h)(iii) 
thereof, the competent authorities may be authorised to use those systems for the purposes 
of law enforcement. Member States shall notify those rules to the Commission at the 
latest 30 days following the adoption thereof. Member States may introduce, in 
accordance with Union law, more restrictive laws on the use of remote biometric 
identification systems."
2,Prohibited artificial intelligence practices,1,2.1,Prohibited ai practices,7,2.1.7,1,"6. National market surveillance authorities and the national data protection authorities of 
Member States that have been notified of the use of ‘real-time’ remote biometric 
identification systems in publicly accessible spaces for law enforcement purposes 
pursuant to paragraph 4 shall submit to the Commission annual reports on such use. 
For that purpose, the Commission shall provide Member States and national market 
surveillance and data protection authorities with a template, including information on 
the number of the decisions taken by competent judicial authorities or an independent 
administrative authority whose decision is binding upon requests for authorisations in 
accordance with paragraph 3 and their result."
2,Prohibited artificial intelligence practices,1,2.1,Prohibited ai practices,8,2.1.8,1,"7. The Commission shall publish annual reports on the use of real-time remote biometric 
identification systems in publicly accessible spaces for law enforcement purposes, based 
on aggregated data in Member States on the basis of the annual reports referred to in 
paragraph 6. Those annual reports shall not include sensitive operational data of the 
related law enforcement activities."
2,Prohibited artificial intelligence practices,1,2.1,Prohibited ai practices,9,2.1.9,1,"8. This Article shall not affect the prohibitions that apply where an AI practice infringes 
other Union law."
3,High-risk ai systems,1,3.1,Classification rules for high-risk ai systems,1,3.1.1,1,"Article 6
Classification rules for high-risk AI systems"
3,High-risk ai systems,1,3.1,Classification rules for high-risk ai systems,2,3.1.2,1,"1. Irrespective of whether an AI system is placed on the market or put into service 
independently from the products referred to in points (a) and (b), that AI system shall be 
considered to be high-risk where both of the following conditions are fulfilled:"
3,High-risk ai systems,1,3.1,Classification rules for high-risk ai systems,2,3.1.2,2,"(a) the AI system is intended to be used as a safety component of a product, or the AI 
system is itself a product, covered by the Union harmonisation legislation listed in 
Annex I;"
3,High-risk ai systems,1,3.1,Classification rules for high-risk ai systems,2,3.1.2,3,"(b) the product whose safety component pursuant to point (a) is the AI system, or the 
AI system itself as a product, is required to undergo a third-party conformity 
assessment, with a view to the placing on the market or the putting into service of 
that product pursuant to the Union harmonisation legislation listed in Annex I."
3,High-risk ai systems,1,3.1,Classification rules for high-risk ai systems,3,3.1.3,1,"2. In addition to the high-risk AI systems referred to in paragraph 1, AI systems referred to in 
Annex III shall be considered to be high-risk."
3,High-risk ai systems,1,3.1,Classification rules for high-risk ai systems,4,3.1.4,1,"3. By derogation from paragraph 2, an AI system shall not be considered to be high-risk if 
it does not pose a significant risk of harm to the health, safety or fundamental rights of 
natural persons, including by not materially influencing the outcome of decision 
making. This shall be the case where one or more of the following conditions are 
fulfilled:"
